Image Path,Class
./2750/Forest/Forest_1509.jpg,Forest
./2750/Forest/Forest_736.jpg,Forest
./2750/Forest/Forest_2451.jpg,Forest
./2750/Forest/Forest_1759.jpg,Forest
./2750/Forest/Forest_524.jpg,Forest
./2750/Forest/Forest_2113.jpg,Forest
./2750/Forest/Forest_2748.jpg,Forest
./2750/Forest/Forest_2728.jpg,Forest
./2750/Forest/Forest_441.jpg,Forest
./2750/Forest/Forest_2955.jpg,Forest
./2750/Forest/Forest_832.jpg,Forest
./2750/Forest/Forest_755.jpg,Forest
./2750/Forest/Forest_1226.jpg,Forest
./2750/Forest/Forest_320.jpg,Forest
./2750/Forest/Forest_2383.jpg,Forest
./2750/Forest/Forest_711.jpg,Forest
./2750/River/River_532.jpg,River
./2750/River/River_725.jpg,River
./2750/River/River_1548.jpg,River
./2750/River/River_2118.jpg,River
./2750/River/River_522.jpg,River
./2750/River/River_1241.jpg,River
./2750/River/River_1049.jpg,River
./2750/River/River_2364.jpg,River
./2750/River/River_1227.jpg,River
./2750/River/River_1991.jpg,River
./2750/River/River_712.jpg,River
./2750/River/River_719.jpg,River
./2750/River/River_195.jpg,River
./2750/River/River_1089.jpg,River
./2750/River/River_2286.jpg,River
./2750/River/River_1744.jpg,River
./2750/Highway/Highway_1643.jpg,Highway
./2750/Highway/Highway_2450.jpg,Highway
./2750/Highway/Highway_433.jpg,Highway
./2750/Highway/Highway_1524.jpg,Highway
./2750/Highway/Highway_1463.jpg,Highway
./2750/Highway/Highway_2395.jpg,Highway
./2750/Highway/Highway_799.jpg,Highway
./2750/Highway/Highway_1024.jpg,Highway
./2750/Highway/Highway_299.jpg,Highway
./2750/Highway/Highway_748.jpg,Highway
./2750/Highway/Highway_1121.jpg,Highway
./2750/Highway/Highway_1753.jpg,Highway
./2750/Highway/Highway_956.jpg,Highway
./2750/Highway/Highway_1700.jpg,Highway
./2750/Highway/Highway_1639.jpg,Highway
./2750/Highway/Highway_2339.jpg,Highway
./2750/AnnualCrop/AnnualCrop_1695.jpg,AnnualCrop
./2750/AnnualCrop/AnnualCrop_2963.jpg,AnnualCrop
./2750/AnnualCrop/AnnualCrop_2241.jpg,AnnualCrop
./2750/AnnualCrop/AnnualCrop_1750.jpg,AnnualCrop
./2750/AnnualCrop/AnnualCrop_424.jpg,AnnualCrop
./2750/AnnualCrop/AnnualCrop_919.jpg,AnnualCrop
./2750/AnnualCrop/AnnualCrop_1532.jpg,AnnualCrop
./2750/AnnualCrop/AnnualCrop_407.jpg,AnnualCrop
./2750/AnnualCrop/AnnualCrop_2836.jpg,AnnualCrop
./2750/AnnualCrop/AnnualCrop_731.jpg,AnnualCrop
./2750/AnnualCrop/AnnualCrop_365.jpg,AnnualCrop
./2750/AnnualCrop/AnnualCrop_2957.jpg,AnnualCrop
./2750/AnnualCrop/AnnualCrop_1398.jpg,AnnualCrop
./2750/AnnualCrop/AnnualCrop_963.jpg,AnnualCrop
./2750/AnnualCrop/AnnualCrop_2417.jpg,AnnualCrop
./2750/AnnualCrop/AnnualCrop_651.jpg,AnnualCrop
./2750/SeaLake/SeaLake_525.jpg,SeaLake
./2750/SeaLake/SeaLake_1292.jpg,SeaLake
./2750/SeaLake/SeaLake_1374.jpg,SeaLake
./2750/SeaLake/SeaLake_1442.jpg,SeaLake
./2750/SeaLake/SeaLake_1172.jpg,SeaLake
./2750/SeaLake/SeaLake_1147.jpg,SeaLake
./2750/SeaLake/SeaLake_1828.jpg,SeaLake
./2750/SeaLake/SeaLake_896.jpg,SeaLake
./2750/SeaLake/SeaLake_156.jpg,SeaLake
./2750/SeaLake/SeaLake_1905.jpg,SeaLake
./2750/SeaLake/SeaLake_2533.jpg,SeaLake
./2750/SeaLake/SeaLake_1205.jpg,SeaLake
./2750/SeaLake/SeaLake_1506.jpg,SeaLake
./2750/SeaLake/SeaLake_1823.jpg,SeaLake
./2750/SeaLake/SeaLake_1197.jpg,SeaLake
./2750/SeaLake/SeaLake_240.jpg,SeaLake
./2750/HerbaceousVegetation/HerbaceousVegetation_1980.jpg,HerbaceousVegetation
./2750/HerbaceousVegetation/HerbaceousVegetation_343.jpg,HerbaceousVegetation
./2750/HerbaceousVegetation/HerbaceousVegetation_857.jpg,HerbaceousVegetation
./2750/HerbaceousVegetation/HerbaceousVegetation_2292.jpg,HerbaceousVegetation
./2750/HerbaceousVegetation/HerbaceousVegetation_1511.jpg,HerbaceousVegetation
./2750/HerbaceousVegetation/HerbaceousVegetation_1913.jpg,HerbaceousVegetation
./2750/HerbaceousVegetation/HerbaceousVegetation_2967.jpg,HerbaceousVegetation
./2750/HerbaceousVegetation/HerbaceousVegetation_187.jpg,HerbaceousVegetation
./2750/HerbaceousVegetation/HerbaceousVegetation_2441.jpg,HerbaceousVegetation
./2750/HerbaceousVegetation/HerbaceousVegetation_406.jpg,HerbaceousVegetation
./2750/HerbaceousVegetation/HerbaceousVegetation_986.jpg,HerbaceousVegetation
./2750/HerbaceousVegetation/HerbaceousVegetation_1723.jpg,HerbaceousVegetation
./2750/HerbaceousVegetation/HerbaceousVegetation_852.jpg,HerbaceousVegetation
./2750/HerbaceousVegetation/HerbaceousVegetation_2523.jpg,HerbaceousVegetation
./2750/HerbaceousVegetation/HerbaceousVegetation_1141.jpg,HerbaceousVegetation
./2750/HerbaceousVegetation/HerbaceousVegetation_1346.jpg,HerbaceousVegetation
./2750/Industrial/Industrial_58.jpg,Industrial
